customer_id,age,gender,category,purchase_amount,location,season,review_rating,shipping_type,discount_applied,previous_purchases,payment_method,cadence,purchases_per_year,forward_annual_value,satisfaction_flag,value_tier,segment
98,21,Male,Footwear,92,Virginia,Winter,4.8,Store Pickup,Yes,37,Cash,Annually,1,92,High,Tier 4,3. Developing
99,20,Male,Clothing,67,New York,Spring,2.6,Next Day Air,Yes,20,Bank Transfer,Annually,1,67,Low,Tier 4,4. Low Engagement
100,26,Male,Clothing,40,Missouri,Summer,3.7,Express,Yes,33,Debit Card,Quarterly,4,160,Medium,Tier 4,3. Developing
101,62,Male,Accessories,98,South Dakota,Fall,2.7,Express,Yes,31,Cash,Bi-Weekly,26,2548,Low,Tier 1,1. Core Loyal
102,27,Male,Outerwear,85,North Dakota,Spring,4.6,Express,Yes,50,Credit Card,Bi-Weekly,26,2210,High,Tier 1,1. Core Loyal
103,51,Male,Clothing,67,Oklahoma,Winter,4.8,Next Day Air,Yes,35,Credit Card,Quarterly,4,268,High,Tier 3,3. Developing
104,54,Male,Footwear,89,West Virginia,Winter,4.0,Next Day Air,Yes,22,Venmo,Bi-Weekly,26,2314,High,Tier 1,3. Developing
105,55,Male,Accessories,24,New Hampshire,Spring,4.4,2-Day Shipping,Yes,1,PayPal,Monthly,12,288,High,Tier 3,3. Developing
106,69,Male,Accessories,96,New York,Fall,3.6,Next Day Air,Yes,4,Bank Transfer,Annually,1,96,Medium,Tier 4,4. Low Engagement
107,64,Male,Outerwear,35,Minnesota,Summer,3.7,Standard,Yes,31,Credit Card,Monthly,12,420,Medium,Tier 3,2. Established
108,28,Male,Footwear,67,Maryland,Winter,3.1,Next Day Air,Yes,46,PayPal,Bi-Weekly,26,1742,Medium,Tier 1,1. Core Loyal
109,70,Male,Clothing,79,Montana,Spring,3.4,Next Day Air,Yes,32,Bank Transfer,Bi-Weekly,26,2054,Medium,Tier 1,1. Core Loyal
110,58,Male,Clothing,85,Alabama,Spring,2.6,Next Day Air,Yes,43,Bank Transfer,Bi-Weekly,26,2210,Low,Tier 1,1. Core Loyal
111,56,Male,Accessories,26,New York,Summer,4.0,Standard,Yes,26,Venmo,Bi-Weekly,26,676,High,Tier 2,2. Established
112,26,Male,Accessories,75,Massachusetts,Summer,5.0,Free Shipping,Yes,9,Credit Card,Annually,1,75,High,Tier 4,4. Low Engagement
113,37,Male,Accessories,65,Florida,Spring,4.3,Free Shipping,Yes,28,PayPal,Bi-Weekly,26,1690,High,Tier 1,1. Core Loyal
114,44,Male,Accessories,54,New Jersey,Winter,3.1,Next Day Air,Yes,20,PayPal,Quarterly,4,216,Medium,Tier 3,4. Low Engagement
115,70,Male,Outerwear,95,Massachusetts,Summer,3.7,Store Pickup,Yes,9,Cash,Weekly,52,4940,Medium,Tier 1,3. Developing
116,53,Male,Clothing,94,Wyoming,Spring,3.8,Standard,Yes,48,Debit Card,Quarterly,4,376,Medium,Tier 3,3. Developing
117,55,Male,Footwear,86,Virginia,Spring,3.4,Free Shipping,Yes,12,Venmo,Annually,1,86,Medium,Tier 4,4. Low Engagement
118,50,Male,Footwear,32,South Dakota,Summer,4.6,Express,Yes,29,Cash,Bi-Weekly,26,832,High,Tier 2,2. Established
119,50,Male,Clothing,45,Kentucky,Fall,4.8,2-Day Shipping,Yes,27,Cash,Bi-Weekly,26,1170,High,Tier 2,2. Established
120,38,Male,Outerwear,76,Wyoming,Fall,4.3,Express,Yes,44,Cash,Annually,1,76,High,Tier 4,3. Developing
121,64,Male,Accessories,84,West Virginia,Summer,4.0,Express,Yes,32,Bank Transfer,Annually,1,84,High,Tier 4,3. Developing
122,19,Male,Clothing,72,Virginia,Winter,4.2,Standard,Yes,11,Cash,Bi-Weekly,26,1872,High,Tier 1,3. Developing
123,40,Male,Accessories,40,Washington,Spring,4.8,2-Day Shipping,Yes,44,Cash,Bi-Weekly,26,1040,High,Tier 2,2. Established
124,57,Male,Clothing,89,Louisiana,Fall,3.1,Free Shipping,Yes,46,Cash,Weekly,52,4628,Medium,Tier 1,1. Core Loyal
125,44,Male,Clothing,86,Nevada,Spring,3.1,Next Day Air,Yes,50,PayPal,Annually,1,86,Medium,Tier 4,3. Developing
126,49,Male,Clothing,54,California,Winter,3.6,Next Day Air,Yes,45,Venmo,Quarterly,4,216,Medium,Tier 3,3. Developing
127,43,Male,Clothing,36,Mississippi,Spring,3.9,Store Pickup,Yes,48,Cash,Quarterly,4,144,Medium,Tier 4,3. Developing
128,24,Male,Clothing,89,Mississippi,Winter,4.8,Next Day Air,Yes,26,Credit Card,Weekly,52,4628,High,Tier 1,1. Core Loyal
129,20,Male,Accessories,32,California,Spring,4.7,Standard,Yes,21,Credit Card,Bi-Weekly,26,832,High,Tier 2,3. Developing
130,24,Male,Clothing,67,Pennsylvania,Summer,4.2,2-Day Shipping,Yes,49,PayPal,Bi-Weekly,26,1742,High,Tier 1,1. Core Loyal
131,44,Male,Accessories,39,Kentucky,Fall,3.7,Next Day Air,Yes,13,PayPal,Bi-Weekly,26,1014,Medium,Tier 2,3. Developing
132,28,Male,Clothing,29,Maine,Summer,3.9,Standard,Yes,46,Credit Card,Weekly,52,1508,Medium,Tier 2,2. Established
133,30,Male,Accessories,58,New Mexico,Fall,4.7,2-Day Shipping,Yes,42,PayPal,Weekly,52,3016,High,Tier 1,1. Core Loyal
134,52,Male,Clothing,65,Montana,Winter,2.5,Next Day Air,Yes,25,Venmo,Annually,1,65,Low,Tier 4,3. Developing
135,43,Male,Accessories,94,Texas,Fall,4.9,Store Pickup,Yes,25,Cash,Monthly,12,1128,High,Tier 2,2. Established
136,43,Male,Footwear,81,Kansas,Fall,4.1,Express,Yes,12,PayPal,Quarterly,4,324,High,Tier 3,4. Low Engagement
137,39,Male,Clothing,86,South Carolina,Winter,3.3,Free Shipping,Yes,4,Debit Card,Quarterly,4,344,Medium,Tier 3,4. Low Engagement
138,68,Male,Footwear,43,Colorado,Spring,4.7,Free Shipping,Yes,38,PayPal,Weekly,52,2236,High,Tier 1,1. Core Loyal
139,68,Male,Clothing,29,Georgia,Winter,4.4,Store Pickup,Yes,42,Bank Transfer,Weekly,52,1508,High,Tier 2,2. Established
140,49,Male,Outerwear,95,Florida,Fall,3.8,Store Pickup,Yes,30,Venmo,Annually,1,95,Medium,Tier 4,3. Developing
141,63,Male,Clothing,28,North Carolina,Fall,3.9,2-Day Shipping,Yes,50,Credit Card,Weekly,52,1456,Medium,Tier 2,2. Established
142,56,Male,Accessories,46,Virginia,Fall,4.9,Free Shipping,Yes,45,PayPal,Weekly,52,2392,High,Tier 1,1. Core Loyal
143,37,Male,Outerwear,58,Nebraska,Fall,3.1,Free Shipping,Yes,33,Credit Card,Bi-Weekly,26,1508,Medium,Tier 2,2. Established
144,30,Male,Outerwear,48,Missouri,Fall,2.7,Store Pickup,Yes,25,PayPal,Quarterly,4,192,Low,Tier 3,3. Developing
145,19,Male,Footwear,43,New Jersey,Fall,3.2,Express,Yes,25,Cash,Monthly,12,516,Medium,Tier 3,2. Established
146,24,Male,Accessories,95,Missouri,Fall,4.5,Standard,Yes,44,Debit Card,Quarterly,4,380,High,Tier 3,3. Developing
147,52,Male,Clothing,30,Colorado,Fall,4.0,Standard,Yes,21,Venmo,Bi-Weekly,26,780,High,Tier 2,3. Developing
148,63,Male,Footwear,64,Idaho,Summer,3.5,2-Day Shipping,Yes,31,Bank Transfer,Bi-Weekly,26,1664,Medium,Tier 1,1. Core Loyal
149,37,Male,Accessories,90,Wyoming,Fall,2.6,Store Pickup,Yes,47,Debit Card,Annually,1,90,Low,Tier 4,3. Developing
150,38,Male,Clothing,76,Delaware,Summer,3.2,Free Shipping,Yes,14,PayPal,Monthly,12,912,Medium,Tier 2,3. Developing
151,35,Male,Footwear,96,California,Fall,4.9,Standard,Yes,17,Debit Card,Quarterly,4,384,High,Tier 3,4. Low Engagement
152,28,Male,Accessories,47,North Dakota,Fall,4.5,Next Day Air,Yes,3,Venmo,Annually,1,47,High,Tier 4,4. Low Engagement
153,30,Male,Clothing,85,South Carolina,Summer,4.3,Express,Yes,42,Venmo,Annually,1,85,High,Tier 4,3. Developing
154,69,Male,Clothing,55,North Carolina,Winter,3.2,Standard,Yes,22,Debit Card,Annually,1,55,Medium,Tier 4,4. Low Engagement
155,41,Male,Clothing,98,Oklahoma,Fall,3.6,Next Day Air,Yes,21,Venmo,Quarterly,4,392,Medium,Tier 3,4. Low Engagement
156,63,Male,Clothing,77,Maine,Spring,4.3,Free Shipping,Yes,21,Bank Transfer,Quarterly,4,308,High,Tier 3,4. Low Engagement
157,35,Male,Clothing,26,Missouri,Fall,4.0,Standard,Yes,40,Debit Card,Annually,1,26,High,Tier 4,3. Developing
158,36,Male,Accessories,68,Vermont,Fall,3.0,Next Day Air,Yes,1,Bank Transfer,Bi-Weekly,26,1768,Medium,Tier 1,3. Developing
159,25,Male,Clothing,73,Connecticut,Fall,4.1,Standard,Yes,50,Bank Transfer,Monthly,12,876,High,Tier 2,2. Established
160,58,Male,Accessories,27,New Hampshire,Fall,3.8,Store Pickup,Yes,39,Bank Transfer,Quarterly,4,108,Medium,Tier 4,3. Developing
161,27,Male,Accessories,23,Texas,Summer,4.6,Free Shipping,Yes,34,Venmo,Monthly,12,276,High,Tier 3,2. Established
162,65,Male,Accessories,49,North Dakota,Fall,3.0,Express,Yes,29,Venmo,Bi-Weekly,26,1274,Medium,Tier 2,2. Established
163,54,Male,Accessories,74,California,Summer,3.0,Store Pickup,Yes,31,PayPal,Bi-Weekly,26,1924,Medium,Tier 1,1. Core Loyal
164,54,Male,Clothing,67,Virginia,Summer,3.4,Standard,Yes,8,Debit Card,Weekly,52,3484,Medium,Tier 1,3. Developing
165,59,Male,Accessories,65,Delaware,Spring,2.6,Free Shipping,Yes,5,Credit Card,Bi-Weekly,26,1690,Low,Tier 1,3. Developing
166,42,Male,Accessories,60,Kentucky,Winter,2.8,Store Pickup,Yes,7,Cash,Monthly,12,720,Low,Tier 2,3. Developing
167,46,Male,Footwear,31,Delaware,Fall,4.0,Store Pickup,Yes,30,Cash,Monthly,12,372,High,Tier 3,2. Established
168,33,Male,Accessories,27,Arkansas,Fall,4.0,Express,Yes,14,Credit Card,Quarterly,4,108,High,Tier 4,4. Low Engagement
169,34,Male,Footwear,80,Louisiana,Summer,3.0,Express,Yes,5,Cash,Bi-Weekly,26,2080,Medium,Tier 1,3. Developing
170,27,Male,Outerwear,30,Nevada,Summer,3.3,Standard,Yes,3,PayPal,Quarterly,4,120,Medium,Tier 4,4. Low Engagement
171,52,Male,Clothing,25,Wyoming,Fall,2.6,Store Pickup,Yes,46,Venmo,Bi-Weekly,26,650,Low,Tier 2,2. Established
172,29,Male,Clothing,35,Virginia,Summer,3.6,Store Pickup,Yes,4,Credit Card,Weekly,52,1820,Medium,Tier 1,3. Developing
173,54,Male,Accessories,67,Nebraska,Summer,3.9,Next Day Air,Yes,42,Credit Card,Bi-Weekly,26,1742,Medium,Tier 1,1. Core Loyal
174,25,Male,Accessories,46,Hawaii,Fall,3.4,Standard,Yes,30,Cash,Annually,1,46,Medium,Tier 4,3. Developing
175,41,Male,Footwear,35,Vermont,Winter,3.5,Express,Yes,37,Venmo,Annually,1,35,Medium,Tier 4,3. Developing
176,53,Male,Outerwear,86,Oklahoma,Fall,2.8,Next Day Air,Yes,2,Bank Transfer,Annually,1,86,Low,Tier 4,4. Low Engagement
177,53,Male,Accessories,81,New Hampshire,Spring,2.7,Next Day Air,Yes,30,Credit Card,Quarterly,4,324,Low,Tier 3,3. Developing
178,21,Male,Clothing,42,Kansas,Fall,3.7,Next Day Air,Yes,47,Bank Transfer,Monthly,12,504,Medium,Tier 3,2. Established
179,61,Male,Clothing,43,Idaho,Fall,4.3,2-Day Shipping,Yes,21,PayPal,Quarterly,4,172,High,Tier 4,4. Low Engagement
180,64,Male,Footwear,31,Illinois,Fall,4.9,Store Pickup,Yes,9,Bank Transfer,Bi-Weekly,26,806,High,Tier 2,3. Developing
181,51,Male,Footwear,81,South Dakota,Fall,3.3,Store Pickup,Yes,12,Debit Card,Bi-Weekly,26,2106,Medium,Tier 1,3. Developing
182,32,Male,Clothing,61,Massachusetts,Summer,4.7,Next Day Air,Yes,4,Bank Transfer,Weekly,52,3172,High,Tier 1,3. Developing
183,38,Male,Accessories,96,Alabama,Summer,2.8,Store Pickup,Yes,10,Debit Card,Annually,1,96,Low,Tier 4,4. Low Engagement
184,58,Male,Clothing,29,Ohio,Spring,3.6,2-Day Shipping,Yes,26,Credit Card,Weekly,52,1508,Medium,Tier 2,2. Established
185,32,Male,Footwear,33,Hawaii,Spring,3.0,Express,Yes,40,Cash,Bi-Weekly,26,858,Medium,Tier 2,2. Established
186,46,Male,Clothing,32,Wisconsin,Summer,4.5,Store Pickup,Yes,34,Bank Transfer,Bi-Weekly,26,832,High,Tier 2,2. Established
187,39,Male,Accessories,56,Minnesota,Summer,2.9,Standard,Yes,31,Debit Card,Annually,1,56,Low,Tier 4,3. Developing
188,19,Male,Footwear,94,Georgia,Spring,3.3,Store Pickup,Yes,1,Bank Transfer,Bi-Weekly,26,2444,Medium,Tier 1,3. Developing
189,50,Male,Clothing,53,Arkansas,Spring,3.1,Express,Yes,5,Bank Transfer,Bi-Weekly,26,1378,Medium,Tier 2,3. Developing
190,36,Male,Clothing,82,West Virginia,Fall,4.4,Next Day Air,Yes,4,Credit Card,Weekly,52,4264,High,Tier 1,3. Developing
191,65,Male,Outerwear,70,Indiana,Fall,3.0,Free Shipping,Yes,48,Venmo,Quarterly,4,280,Medium,Tier 3,3. Developing
192,64,Male,Accessories,76,Utah,Fall,3.9,Free Shipping,Yes,29,Cash,Quarterly,4,304,Medium,Tier 3,3. Developing
193,46,Male,Footwear,29,Nebraska,Summer,2.9,Express,Yes,12,PayPal,Bi-Weekly,26,754,Low,Tier 2,3. Developing
